,Empresa_1,Empresa_2,Empresa_3,Empresa_4,Empresa_5,Empresa_6
2021-01-15,474222.67398539936,553563.7512499058,0.0,,,
2021-01-16,479749.5700354917,539189.5795894708,0.0,,,
2021-01-17,290650.37601856486,544238.2352151503,5127.552524457387,,,
2021-01-18,259011.66905067425,584399.0679205531,0.0,,,
2021-01-19,244735.21115603275,571305.6464475798,0.0,,,
2021-01-20,249271.32464949123,597268.3078402586,0.0,,,
2021-01-21,384092.4643829908,599530.8666384136,0.0,,,
2021-01-22,375077.82590312214,524516.1608423182,0.0,,,
2021-01-23,366540.85311110324,557382.590363184,0.0,,,
2021-01-24,152487.71710324072,439909.88428520784,0.0,,,
2021-01-25,141928.9902652575,439095.9587192556,0.0,,,
2021-01-26,145134.82242982893,435282.09541987535,0.0,,,
2021-01-27,148995.00856566036,382667.4646889354,5119.641309040764,,,
2021-01-28,199672.60198009506,441823.4442643594,40981.01545025779,,,
2021-01-29,242273.22326342444,427237.14825729106,58424.8992912825,,,
2021-01-30,427851.499943857,411251.63326729025,89116.37767381856,,,
2021-01-31,381642.093729557,384816.0374477172,50735.98436158404,,,
2021-02-01,191190.7904471699,455614.8504663116,10234.791137510669,,2836.7639999999997,
2021-02-02,175483.42492444388,417273.04119177896,0.0,,1915.1474999999998,
2021-02-03,161815.49799889253,467370.7088754398,0.0,,2844.6389999999997,
2021-02-04,257612.31999722403,852631.1174731562,9386.049518941909,,1228.6784999999998,
2021-02-05,334717.9223209171,1012359.4534628346,9385.531941392304,,2221.4325,
2021-02-06,344376.620693619,1064618.6351343945,9380.155859808741,,9783.343499999999,
2021-02-07,244695.7030166069,899374.1231161497,9506.319392471934,,373.233,
2021-02-08,246710.99447770687,530486.627934062,0.0,,3564.8655,
2021-02-09,215999.50351460857,504620.96878582647,0.0,,1643.166,
2021-02-10,230048.51636917514,598918.6455806624,33775.96641161474,,2736.4049999999997,
2021-02-11,296258.8548528778,673019.3172299954,33779.54675645677,,4915.764,
2021-02-12,493424.43546134344,726902.9042437235,38904.99600873433,,11815.702499999998,
2021-02-13,643154.6899333451,808244.93634425,38919.2294770341,,12329.320499999998,
2021-02-14,594750.4825033202,750981.4523890535,51814.39782469241,,2890.7655,
2021-02-15,728107.6463119257,775202.1484170699,38122.254044653826,,5799.706500000001,
2021-02-16,761413.6442994263,741880.2766262228,0.0,,5051.728499999999,
2021-02-17,754782.0474968675,733263.9908626783,0.0,,9800.636999999999,
2021-02-18,710398.8443954407,867359.7684086964,6000.701240155824,,6696.879000000001,
2021-02-19,630409.0724256757,814689.3747070315,6000.373800461789,,3674.5485000000003,
2021-02-20,661694.7954815953,800164.098547254,5997.731918791174,,7061.911500000001,
2021-02-21,344759.95643156266,717338.2223645094,0.0,,5524.585500000001,
2021-02-22,282081.5662140916,615847.2262917254,0.0,,5887.066499999999,
2021-02-23,308204.24242344126,584384.5710548331,0.0,,6252.9704999999985,
2021-02-24,372736.8682115069,539649.734923906,0.0,,7197.371999999999,
2021-02-25,565959.542080587,608173.1291140884,25555.22782838515,,9579.139500000001,
2021-02-26,677156.3562928817,622040.8751473003,65326.62661092444,,7245.7875,
2021-02-27,716662.0356513673,638057.7543450836,73679.24281086499,,22886.5245,
2021-02-28,392329.5457553845,570852.5552557269,60825.94301885164,,3627.3720000000003,1655.031
2021-03-01,343630.85741668806,492750.5489439056,703.5035709729862,5696.739230769231,9790.4625,71158.03954391327
2021-03-02,333135.30219745554,569762.0536811689,0.0,5691.954468704512,3494.8619999999996,88296.95555362575
2021-03-03,437211.7762075559,621350.495183555,0.0,3426.8942000966645,9292.0065,64759.57689733839
2021-03-04,738101.7465425342,667675.6216207596,0.0,3425.3815701292488,4010.16,97383.43548821053
2021-03-05,943930.6926979705,679354.7676788516,0.0,2791.684376199616,3477.1695,180767.55015050506
2021-03-06,1061632.1588990786,849867.5668431357,5986.378647277192,4886.238886756238,6044.1255,268668.01137775904
2021-03-07,562494.983129143,754872.4860983802,5986.378647277192,2727.1020966969845,4626.174000000001,100891.08314132506
2021-03-08,468603.9304470066,798424.7216691772,0.0,3123.5093791157096,3531.1815,92808.58297975404
2021-03-09,499968.4359910177,845361.5490598916,0.0,2814.6687856141994,4607.652000000001,88419.01067084704
2021-03-10,484352.50734626054,894732.769698707,0.0,3475.523294117647,7735.5914999999995,78533.8989843268
2021-03-11,691205.204493708,950039.088118312,5097.776340115253,4445.963117254528,5256.047999999999,110227.07147479424
2021-03-12,1121121.868291756,1099343.4586885588,5103.072955259157,20613.34623853211,4970.616000000001,211509.22877856257
2021-03-13,1426440.3647639425,1246585.8343243727,23864.25147258042,5769.974987928536,23620.054500000002,390237.1537146181
2021-03-14,1327529.9427534966,1193679.5815490533,18760.468149353317,5417.494227799229,10908.807000000004,392747.77990648523
2021-03-15,736618.8568342075,1177468.8822980404,5108.448161036629,2158.2318783196524,3149.5485,160741.3795862561
2021-03-16,758076.1044109819,1132430.0514543795,0.0,2906.689479768786,3391.7729999999992,158440.9141329339
2021-03-17,859918.3270485513,1160430.5222781105,0.0,3894.858303354399,4548.1065,172976.60409704834
2021-03-18,928544.9669879911,1240106.8934301324,5111.211041540099,5820.272765957447,7768.319999999999,204538.85051037572
2021-03-19,1224256.9336002865,1271533.799234727,5109.057187808227,5188.784187866927,7519.406999999999,302292.234887606
2021-03-20,1343064.6273465736,1294163.0497461024,10486.42125210968,5188.784187866927,12326.979,366153.66813590005
2021-03-21,971871.8317217423,1216603.4648682817,5373.659572927623,5497.29362035225,4547.434499999999,302449.9505121931
2021-03-22,868953.7541779971,1214810.6086953012,5373.659572927623,8158.5193359375,3755.7135,295132.48242550885
2021-03-23,713335.0198079806,1183774.126921782,5372.646424717927,10051.420763247446,6138.6675,261639.16457674885
2021-03-24,696760.7220193596,1211866.5530643186,5370.236309017047,4631.379379844961,3241.7595,202560.4483093678
2021-03-25,995221.9044424366,1151429.4688403553,5368.6919541878215,5290.517122232917,4807.424999999999,207881.0584504478
2021-03-26,1094081.012678635,1164782.8423192005,31135.9165631464,5290.751136801541,3643.4474999999998,296333.96995463787
2021-03-27,1395543.9033267503,1313109.5069997387,19810.992299216996,5926.707052023121,5986.049999999999,345267.34586780437
2021-03-28,1155089.3392976078,1360800.2844711095,17346.769000683802,3988.9140655105975,13912.164000000002,296590.09715325857
2021-03-29,1182597.6163494508,1389685.1456407993,23949.633008639037,4614.595019455253,5002.052999999999,367859.48689279804
2021-03-30,1104987.5541867584,1382323.2483939382,22913.194710006468,5609.855533980583,9054.381000000001,397620.14873067994
2021-03-31,976609.1087049055,1495549.9406895551,23526.98533087111,5609.855533980583,5779.9035,301117.1033260526
2021-04-01,1639918.9996371786,1537206.2081167346,61153.36674190025,8595.699029126214,9725.1315,485506.134643854
2021-04-02,1674435.9307753907,1555039.1098762292,90892.66685596408,6568.810261881668,9025.0125,505179.6291700035
2021-04-03,1615979.550047324,1494540.450135906,113891.31590583667,6194.4760038797285,14024.293499999994,458818.0270974395
2021-04-04,693424.5743599077,1246096.0349811935,32030.344719087494,3979.5898351115425,8292.385499999999,178657.95438781707
2021-04-05,866689.9512753309,1322507.6608591194,22337.44111394248,3974.1515459882585,9873.391499999998,319901.3729941294
2021-04-06,970103.2532289631,1314779.00774951,81851.12297455968,4679.705098814229,9433.724999999995,354075.50865919597
2021-04-07,976265.113331241,1289119.6370529376,73938.89583135374,6598.088948412698,8285.487000000001,352034.38211257284
2021-04-08,1087283.410218837,1338927.4985659576,78817.94436640675,3999.6598412698413,9594.647999999997,366163.6785844919
2021-04-09,1077754.5123995743,1224256.9326354915,128498.2337201695,4706.062471501817,4550.4375,370393.14366519003
2021-04-10,990337.8548344859,1151731.2821300225,181444.75275573693,6933.7872908366535,9214.757999999996,327134.58567424945
2021-04-11,632207.3836169045,977190.1876300473,65935.53691074716,7028.0699003984055,4639.53,164344.53308128825
2021-04-12,582942.1925884812,1064166.3507481723,50374.1350296182,7226.307936507935,6892.6095000000005,195872.89065863207
2021-04-13,587987.8463046175,1082158.4856861574,56709.07299112236,6124.802643106023,6451.9665,209055.07168449863
2021-04-14,595185.4050062209,1050919.5490097033,56931.68358795721,10756.681175884405,4605.971999999999,148165.85890975667
2021-04-15,814115.428706503,1088214.59615239,39947.297605300526,5199.01403990025,8699.8695,153601.17172262864
2021-04-16,963106.3892775063,1094174.3831604372,67164.52623507477,5927.664378481457,5081.0865,347010.42811060365
2021-04-17,1066417.2465453902,1125468.1534581217,42443.887885783115,6592.425502008033,5538.119999999999,398377.0712661216
2021-04-18,709974.9658704278,1017011.3058674167,63433.78335574849,5268.647389558233,1604.1584999999998,188098.52786018976
2021-04-19,775459.4839067605,1062159.100357304,31889.820089326036,7536.8000315327545,5141.5245,164546.70049307583
2021-04-20,803628.3983254255,1055106.6247804244,8474.260726659235,6567.692725896013,5921.874,214630.46394105317
2021-04-21,818305.6723192614,1071463.9128463997,3479.423440914482,6787.23935613682,8331.8655,200498.068088165
2021-04-22,911761.70090483,1154708.168907816,26508.989606591007,7064.552767991947,9503.5815,249554.81435443292
2021-04-23,1270702.4813152854,1086599.8616443584,34028.05453658045,6446.5529577464795,9985.163999999999,340454.8233241147
2021-04-24,1325465.6082601242,1124067.2339916518,44513.18402609811,5225.030945674045,25046.112,368849.08873356326
2021-04-25,1060343.2907754001,1133412.0745465502,34041.32425263369,4889.638068410463,4351.0425000000005,191121.8885794383
2021-04-26,1004444.1941216396,1097323.5760631573,20083.861417795993,4360.286183282981,4677.7919999999995,221961.36182390084
2021-04-27,950610.3516965694,1066420.1484664911,26079.422920053352,3592.6445335350477,6572.674499999999,187060.44608523807
2021-04-28,915347.8625443372,1087152.9942854946,34857.720381726336,2885.5014021031548,6771.2925000000005,203272.1567627698
2021-04-29,949212.7199496968,1086675.7574597704,72752.28504091897,7756.432323485227,7072.6844999999985,214229.46269427973
2021-04-30,1197128.5800504722,1093062.1607675056,528264.1415734659,6280.904226333229,7199.944499999999,349263.0051166794
2021-05-01,1441312.2399339245,1089688.615456218,552515.2157825233,7090.827521154803,19552.669500000004,384216.155255202
2021-05-02,1005607.3771140121,985451.9541920001,530441.8453980037,4624.126844201095,6214.876500000001,164583.1422943804
2021-05-03,834663.6120702773,1064710.2953743187,513998.6035751177,4261.535649157582,10660.345499999998,151618.13886127382
2021-05-04,848040.1485174068,1029344.4969905176,507909.49775614165,6889.6676919266965,5033.784,185107.2312876543
2021-05-05,866864.2959213872,1057521.6568532248,62527.29472744203,3952.7483853392773,6050.982000000001,170630.9266662546
2021-05-06,1016793.7297360096,1144525.346793583,61337.56787969442,5981.107722772277,5521.214999999999,161194.2937758875
2021-05-07,1257324.2966401936,1217699.018371608,104014.03084334188,4566.390499014061,5755.6485,313915.8133915318
2021-05-08,1369275.8569111861,1279745.2767529418,85456.12174823372,5193.959435084242,12874.963499999998,361550.0810948384
2021-05-09,874331.9315102206,1219006.8034432577,76396.69342819492,6168.974055415617,1492.9319999999998,227812.33248199048
2021-05-10,754928.1295149574,1290824.081522906,54932.88540185694,6228.383895582329,747.3480000000001,221588.83617554203
2021-05-11,790228.433180305,1275603.4660344443,41454.73610732696,3901.115010060362,3104.2515,218384.965459117
2021-05-12,872187.376229509,1261182.0893090633,40705.601969224575,4563.067726358148,4149.348,210838.37244206635
2021-05-13,1259254.1246089463,1343717.2329216292,55685.87509011909,6192.786137381781,4699.684499999999,217703.51700607152
2021-05-14,1418491.1404050945,1457113.252928238,64950.949637702804,4826.775967729869,5690.558999999999,326482.24372104043
2021-05-15,1318708.1878044347,1441375.9955248297,71290.22969550363,10193.733013972058,19261.042500000003,383758.53217561555
2021-05-16,945241.9314631288,1368829.5885306387,52489.47078854835,7149.022435129738,3727.6575,154100.60785206608
2021-05-17,1185213.4756113626,1305812.312601313,57502.988299209464,6681.972056451612,7051.7475,270266.9730090133
2021-05-18,1111106.5131206077,1326932.5576102203,44934.1494621814,7653.685656565657,5021.194499999999,260487.49146948897
2021-05-19,980073.6325640812,1260401.6889585285,44479.18450623143,4696.03578920827,5435.7029999999995,230331.9423995904
2021-05-20,1151145.2346760416,1324636.2985943947,39722.222803396646,7476.5524346076445,15721.723500000002,236342.40940532848
2021-05-21,1276640.0329695495,1391839.7708872415,122715.0801689184,7035.247122736417,9347.404500000002,415620.3667084153
2021-05-22,1326988.2849595845,1450790.2753437962,112087.27754992204,7492.432997987927,15777.079500000002,449947.2350822397
2021-05-23,1001072.416262423,1382614.5403017954,60186.96965897088,5223.255935613682,6026.958,260470.82915195404
2021-05-24,1138970.4583714637,1316356.9668361756,26069.678003621546,5222.378195488722,2324.7419999999997,311300.146291414
2021-05-25,1153214.2908320383,1305979.6241376365,27829.724394767178,5885.350503271262,3181.4999999999995,290000.2650402575
2021-05-26,849959.442322866,1332807.7760386486,22744.98681561997,5201.063856209149,7700.8365,210697.09156035865
2021-05-27,1039923.4254267657,1385374.289713981,41898.26239367933,8036.136869652742,11640.846000000005,226196.3401342165
2021-05-28,1440114.748786164,1369833.0216112565,49134.92692025978,9634.731334002003,11940.820500000003,343405.9808032101
2021-05-29,1470802.3914354828,1268489.4679380541,30587.294668474635,9209.971530485276,30374.463,452042.62248712976
2021-05-30,1115294.8338914309,1114827.8036027225,36167.89846857189,8502.26377593361,5714.614500000001,279757.4880566652
2021-05-31,931493.3803802249,1152332.3648395152,19975.77687338022,11710.605737211636,5261.098500000002,242217.58007119852
2021-06-01,931840.7810389984,1202462.1248069108,15952.64356925823,8452.016064257028,9344.9055,279825.3936904217
2021-06-02,875401.4536939058,1316628.6281836017,20314.611390471502,10188.14437405732,9330.457499999999,222754.00011124677
2021-06-03,964827.8939724123,1253816.1442612626,19621.989196388626,10222.277003501757,10216.814999999999,280351.4922349294
2021-06-04,1279959.0180077981,1294561.254862678,31435.22704466647,5632.997411081477,5746.9755000000005,378335.01929712604
2021-06-05,1310623.4551506673,1228900.799287653,0.0,4926.3392422731795,5212.8615,372837.27395927336
2021-06-06,911657.7231215579,1193495.5271820226,32526.554086887165,3735.3364007976074,4741.401,166063.66714164655
2021-06-07,1025959.9399578783,1267487.7968899072,50823.1160818524,1779.9951580531863,5560.401,264603.8325252849
2021-06-08,1056413.7613220445,1170540.6727484348,70238.32971022636,2416.20980798383,7450.968,268490.5831408799
2021-06-09,1115218.3090907703,1281819.1398196702,66413.44465878668,5020.708882144662,6340.026,240110.08976047894
2021-06-10,1302476.2228467388,1368262.128117819,56886.60401925878,5105.711260162601,11647.8705,199821.5506910211
2021-06-11,1449695.1259387417,1237558.0564628218,65950.72128915117,4165.0711675126895,13140.834000000004,395978.44884051953
2021-06-12,1549185.9267596263,1231909.2806400955,40917.17607455762,4873.555166566804,28419.6885,437682.46620430256
2021-06-13,1073491.9325988581,1276676.9805622285,28908.334400767504,4740.410653728294,11331.3375,227136.26017603878
2021-06-14,1297400.686083695,1417840.8450348736,64422.004039146814,5575.422132796781,7086.985499999999,268109.8350745135
2021-06-15,1262868.6746390508,1411557.5447819377,53262.53682114243,8061.80216080402,7410.437999999999,321194.4472888253
2021-06-16,1229070.0035774726,1449616.7485640345,46049.36381307613,8911.45383697813,14692.8705,326300.89296593546
2021-06-17,1362775.7978641863,1484706.4635617547,82187.17335105724,8912.926957605983,15116.724000000004,290874.86922288476
2021-06-18,1440171.802918618,1565930.3018884498,137581.6123556743,10006.91570144695,11823.882000000003,386133.446259198
2021-06-19,1419704.7761946616,1578774.7960448763,180859.11443835293,7640.761557296767,16608.301499999998,373235.31445570034
2021-06-20,1119824.399087189,1487688.161097841,163574.23016603678,7244.092948090107,7269.024000000002,236771.58660368493
2021-06-21,1401535.6903947287,1643741.8740902217,128968.61901552678,7635.171207729468,8438.22,267596.50240074965
2021-06-22,1429409.2048233356,1684756.377170751,127073.86448420788,7049.055145631069,9148.314000000004,332265.8586407768
2021-06-23,1468712.4675728143,1676782.1429126214,189972.7234951456,5419.334044725328,8554.475999999999,259224.2872738587
2021-06-24,1425258.3387197638,1680981.3326623624,287528.6541448239,6653.56913580247,17307.339,292955.391708353
2021-06-25,1467742.5106515877,1589546.361717982,468282.59972074756,8094.95101796407,20632.29,379348.52302728913
2021-06-26,1533197.2779131413,1649018.5190348292,456436.8837088929,12725.111810579288,32077.405499999997,390849.5334461274
2021-06-27,1384634.2519563749,1535966.5661757828,397095.2773337888,10272.950700739428,10589.838000000003,191965.60261408688
2021-06-28,1313983.0282027416,1574573.6605480756,332556.3367805749,6904.748746841839,7629.866999999998,308043.32077401114
2021-06-29,1121095.0769004195,1573907.514481382,268045.56434395997,7469.174949494949,12187.192500000005,278589.00372211885
2021-06-30,1700891.4961543623,1577587.8244214156,325026.1595242567,8175.199570923774,11593.932,237043.54892201643
2021-07-01,1731382.3958047405,1908878.2542799897,373114.17166509375,9733.791658291457,10784.865,222171.96502878494
2021-07-02,1849600.9220193594,1872335.3560348034,332763.9587240156,9361.89465463547,12426.277499999998,385653.444522878
2021-07-03,1713652.774533261,2035539.5529569525,344249.4759530463,12314.634638042935,28298.780999999995,393595.9578248024
2021-07-04,1099141.4497420744,1917399.5391647294,331506.0370677952,11235.700094857712,7100.561999999998,259879.2439607123
2021-07-05,1370438.5500311437,1882672.461595456,207338.16450690737,5838.0606036217305,6102.5999999999985,279057.4104657045
2021-07-06,1409513.4476310876,1761667.4791194913,216683.48677975225,1544.675138539043,8306.171999999999,286049.88358168956
2021-07-07,1285950.5299584956,1843203.825396203,91092.97730219814,5126.956713426855,11501.752500000004,231405.27373809204
2021-07-08,1347414.7300317534,1909343.2607094136,138059.49582576205,5320.707743871936,16921.821,231111.14914338605
2021-07-09,1472885.1064592467,2095549.9706127536,218080.6058232249,7085.2845,17052.997499999998,342866.4429634631
2021-07-10,1658455.2432898516,1991452.9636772107,266173.27425701,9852.911712846348,22406.947500000002,384482.1845988905
2021-07-11,1480015.8507887255,1993180.1324006545,186846.68642625085,6139.0803022670025,6359.9235,238687.70369720602
2021-07-12,1423365.2731503984,1856758.099843549,132576.66062528116,7038.902173038228,8867.197499999998,310575.33778672
2021-07-13,1447941.2660764586,1798442.5773440711,151052.11678068407,6496.072216624686,8747.539499999995,350964.106735775
2021-07-14,1503762.5800324318,1779709.1937240888,164199.01523635667,3634.6090795397695,13135.100999999997,307577.5048430904
2021-07-15,1597631.557214128,1791848.7153603237,165179.43696821807,3668.5108597285066,11942.259,293068.21961566276
2021-07-16,1649897.9368545471,1854913.803980064,205200.51215405646,4041.7350451354064,27864.070499999998,329403.5259823882
2021-07-17,1584070.270036909,1896891.1279271073,167525.59893827853,13021.403530591773,40012.05600000001,354640.23854271555
2021-07-18,1286807.6089101948,1739105.698941489,139655.46316350068,7558.856930792377,11872.560000000001,333481.42699155497
2021-07-19,1532689.3600116344,1714265.6900756224,112708.82704170258,13533.351612090679,14797.723499999995,422541.4198455702
2021-07-20,1462801.1401130273,1695603.4158155841,99263.04270030269,12280.999500000002,17552.5035,388601.12549999973
2021-07-21,1455259.8369408054,1687556.408999996,20964.0585,13525.477799304523,15193.279500000002,361390.6575993804
2021-07-22,1472071.52756938,1763317.527672686,275672.4106037309,13459.64870728083,17894.981999999996,313360.3768823268
2021-07-23,1523429.6777365343,1820635.7024560333,268224.43881851545,14672.376778989097,19463.0625,399342.9404271302
2021-07-24,1492858.620929974,2008358.631586825,268235.4455592333,15468.80985133796,30303.304500000006,401500.01976274955
2021-07-25,1354491.9795734647,1834559.492549106,288628.64261788194,18707.86109239535,7915.960499999999,285789.15567379544
2021-07-26,1426887.8816092224,1785016.3055431794,288628.642617882,14271.243711683099,13160.689499999999,363879.14252459584
2021-07-27,1495143.6161078284,1652913.2509493663,284744.28175690933,15933.462131139357,16755.942,349725.88709630695
2021-07-28,1489730.4593228262,1705513.8971237782,320783.78791805037,11996.23565700556,9591.2355,357937.3858246984
2021-07-29,1637282.7395289594,1722706.3926200077,81479.13284477148,7329.8553206204415,11532.507000000005,314873.2383291152
2021-07-30,1675691.5567063417,1679762.7534462644,128650.95110732458,13207.774425542208,20714.998499999994,310143.60374103027
2021-07-31,1769075.3657082955,1650435.9987261156,206741.2511198904,12921.493296828185,28447.377,337385.5477384503
2021-08-01,1402036.4177473183,1704023.34646134,146311.87676852374,9950.101464014764,4015.599,213855.58110779637
2021-08-02,1530065.870924776,1869115.416628233,195026.565534145,8561.124112015319,7406.343,294939.6712990352
2021-08-03,1413062.0926078972,1929070.7204320857,223374.27733919534,9338.233971388276,3671.8185,294255.5209953657
2021-08-04,1300957.9500926852,1928632.6865746486,225005.93656256297,11542.409891413632,9309.961500000001,326230.5019967826
2021-08-05,1519237.9141785651,1988865.0777176688,354065.6050955157,11980.156938866534,3769.3109999999997,311432.2573089547
2021-08-06,1622285.8872089284,1965495.4350090944,274102.0032702571,11605.825246747256,9873.769500000002,396656.18551113206
2021-08-07,1638997.518409633,1973116.6072819459,240993.67530650838,9122.499974811082,19795.4295,426570.05752304394
2021-08-08,1121113.9918617823,1836176.6488532003,285823.9412267365,8769.436473551637,13881.9345,236114.22565785053
2021-08-09,1240889.672710231,1885087.0114097847,206564.85971173097,5038.236,5119.621499999999,264291.1456310082
2021-08-10,1252059.2857798827,1789922.625911758,196477.20943425468,8211.91041704876,6041.468999999999,206786.284474702
2021-08-11,1213998.336198829,1795044.5097344548,184509.3619126032,6358.72119402985,3232.488,185718.90915498557
2021-08-12,1462954.0974251407,1942980.608076093,157064.2846086809,7692.568924731184,6528.605999999999,167746.2022056834
2021-08-13,1437535.3233914697,1693678.5288317548,166631.9117315692,6450.168225238815,6429.874499999999,214029.32649886628
2021-08-14,1478607.77829086,1588477.933786094,160436.1480416476,9526.664357682617,6776.6475,255751.984632014
2021-08-15,978136.1890936977,1475678.39396492,147790.4724372194,9381.350959390336,1331.904,139565.30873719882
2021-08-16,1001721.547515421,1331963.3866679945,171993.35040184608,9438.162668680767,7249.2945,183275.14455436217
2021-08-17,844324.274091026,1288904.2776823612,180458.96256546976,11586.173360160967,2353.239,182789.63214242982
2021-08-18,717557.2788362881,1310440.930281852,161640.00446779942,7347.581525762883,4187.1375,132808.87332866463
2021-08-19,1007893.1864197972,1369242.770923207,159878.81874624838,8141.338250874563,8149.890000000001,155141.88658857514
2021-08-20,1346964.9744394284,1276945.0818710974,148713.8872661126,5530.879780042253,8729.952000000001,247581.09763141538
2021-08-21,1319683.6800323124,1139222.4108102403,167840.87178327327,7681.300213823969,15228.349500000002,257159.78778923835
2021-08-22,827621.7027724612,1181632.733034671,98354.55024481173,5013.598756837395,5081.811,122144.66970796564
2021-08-23,809287.3774785631,1137377.958446627,79564.71467627687,3711.69362745098,7683.921,161591.3626183708
2021-08-24,761762.2084276048,1079192.063056564,90343.47311145964,5270.353330063756,8270.986499999999,143043.18718896367
2021-08-25,723178.9021262574,1063334.543050852,82099.27255724423,5828.84314440611,7860.447,158006.7151087123
2021-08-26,811629.9526000093,1140753.5956087934,74605.1730216242,6170.952143913258,6637.511999999999,132811.11558677003
2021-08-27,1257279.908859723,1150886.4595486664,67255.46719863205,6380.806830466831,7862.9039999999995,274564.82407965726
2021-08-28,1210767.6452536832,1097103.3806477906,88408.19228309472,5791.882555282556,15662.639999999998,230532.59719077064
2021-08-29,670730.7114748285,974156.1096027928,46409.42981603955,7113.4528009828,8513.515500000001,58724.34122374976
2021-08-30,606728.7818859887,1143212.6739981899,33331.72401489765,4946.841661721068,5175.880500000001,49958.47964882621
2021-08-31,538576.8875954186,868997.798468707,43770.118707122834,6976.3469513406135,3883.4564999999993,51688.32372869321
2021-09-01,553716.9742231743,931040.9260618787,49842.721156238986,5419.2230309072775,6529.005000000001,70846.64852546046
2021-09-02,653136.7234794744,1007357.8298499524,48200.58226639416,9820.327054108218,6874.140000000001,112779.19158054257
2021-09-03,876209.0241828017,1267465.8727675788,46651.3742303935,6364.385190357681,6283.767000000002,196448.01635578842
2021-09-04,970678.8393211934,1355970.6297974982,93924.51021136389,4890.04228843265,8472.912,212606.28759467814
2021-09-05,727370.05480133,1348384.9136192722,56874.159011582204,4310.752157935887,4433.950499999999,86618.33432862797
2021-09-06,622335.1698150251,1381916.6651513993,28392.719114434938,3773.63303670186,4389.4305,116946.05942590657
2021-09-07,572215.8991879073,1253063.485728069,49765.43231004262,4067.997464788732,5959.862999999999,86355.21159534989
2021-09-08,501767.30757469375,1144191.426950695,48123.04278240932,7656.447412236711,5889.849,38098.347862013645
2021-09-09,731003.4713261392,1133756.2991977534,29772.519783393494,13362.823085800303,11073.047999999997,65122.35247463424
2021-09-10,885368.9316812857,1179754.1752124298,67773.33156367394,15008.406266934271,9141.552,144909.94678262871
2021-09-11,895083.256533078,1184294.785989727,77279.89516942775,11606.338942065488,10819.724999999999,182528.75526354864
2021-09-12,485660.82751613023,969997.347289258,58696.05717597006,6242.203009514273,4551.897,100800.18836091067
2021-09-13,563831.5513104687,994001.7483467644,59398.82116326674,5777.797005535984,2170.581,81311.01426360103
2021-09-14,691121.669493652,958614.1673766723,56004.662255670126,4060.189979859013,6051.969000000002,86372.09270131921
2021-09-15,861155.9509232579,1173318.66459248,73904.36746880614,3281.1529648241208,4967.1825,145174.61057954637
2021-09-16,1175397.5508063927,1352683.575425679,90210.79318888637,7489.17366834171,7069.334999999999,211083.42432260656
2021-09-17,1296779.0855886089,1400353.0496171531,125487.56436455897,5538.710050251258,18767.322000000004,281968.5232493982
2021-09-18,1184627.6869858755,1474202.5129398054,103933.70307286826,10720.628841309825,16783.147499999995,294581.7586740904
2021-09-19,697902.3370053726,1190046.0763439247,847239.3668765799,5272.740745373989,4507.398,119760.24291347366
2021-09-20,672510.6092400115,1120389.5248283704,1193159.4389223778,6166.7969369369375,8557.2585,113003.71890069197
2021-09-21,586595.7826946246,1168475.465288987,1192668.123625165,8729.387050074369,9673.618499999999,126537.87813418594
2021-09-22,597233.7947129146,1377479.226140483,1202584.7936823063,7974.104568023832,8929.567500000001,113646.17734429454
2021-09-23,908447.3391553122,1453726.7397287518,1248430.97804585,7089.8188067898145,14005.046999999999,128377.31197795614
2021-09-24,1157940.9143508628,1418836.2999373022,1263450.4739063932,9780.854811264233,12865.650000000001,246664.97056520882
2021-09-25,1313292.4112542449,1399848.197052126,1163244.8641042542,3986.0198701298705,18522.619500000004,308677.6113940484
2021-09-26,789549.9639245049,1242645.9642460544,1093642.5725783901,5098.714935064936,6311.214,162988.58656281204
2021-09-27,667588.855338526,1101463.438881566,1122579.3075314565,15302.514082546002,4079.3025,122946.81653944451
2021-09-28,669537.814219513,1134112.4742538203,1122356.8679130664,19288.41278606966,8016.214499999999,131258.58322802055
2021-09-29,496534.4938185757,1107877.3068107753,1113761.3948331773,18587.712561576354,10485.993000000002,94017.60924258837
2021-09-30,723637.1495931403,1051329.859563675,25937.552547030435,16690.29397755002,13810.440000000002,135513.10967328036
2021-10-01,1039244.3898475922,1023216.4861989884,83928.57216419403,9079.780077821011,10336.987499999997,304959.80458426353
2021-10-02,1256382.9351253507,1039396.2197685556,94240.47320961178,8547.785743073047,16651.498499999998,354651.6031393376
2021-10-03,595442.2596288832,1019091.9224636819,70955.11240196864,6238.7086397984895,4485.999000000001,147578.32568900366
2021-10-04,724585.5806495383,1269576.653386876,77630.0684524591,8174.513154558753,6078.586499999999,139548.79358068877
2021-10-05,669774.2434172584,1120255.1612977867,77939.30826891852,10286.21603305785,5673.213,88730.21763350134
2021-10-06,585929.0401848237,1065820.6733863433,42916.06477547668,10901.035286686105,7780.2165,93996.16404182334
2021-10-07,800793.5507983109,1114468.1379852092,63253.40804847002,10728.226239729342,8065.050000000001,151363.87797532702
2021-10-08,1127829.559563802,1248320.8186425506,61709.24891431139,11719.803013007187,10610.449499999997,260773.93191613286
2021-10-09,1302148.721261891,1368246.9687303475,109148.36966414283,9113.994174757283,20744.010000000002,332580.357982916
