,Empresa_1,Empresa_2,Empresa_3,Empresa_4,Empresa_5,Empresa_6
2021-10-10,1035253.9181459912,1399585.1624053617,77641.39342846049,6596.126213592234,10836.7035,181662.29422636377
2021-10-11,1035824.6143758496,1482409.8801203705,93560.11481848184,5889.642162162161,7542.937500000001,186680.43494112196
2021-10-12,911015.5228398934,1450199.7165005587,83798.19066196155,7990.035384615386,6703.829999999999,123931.59213285445
2021-10-13,763884.7778468188,1473094.1155118095,92756.96486647725,10809.124684641312,6777.571499999999,140240.3883813118
2021-10-14,915729.6518970077,1437958.368503179,226526.18749522304,4936.959535783365,10226.664,133531.59966213306
2021-10-15,1277356.249451862,1521903.2269866148,274196.610220039,4276.999223300972,12689.376,293386.9862562174
2021-10-16,1384409.7150493427,1453919.6616510996,285759.3159444378,11942.828737864078,27285.415499999996,342077.43108455656
2021-10-17,1009590.9913762708,1341296.579887178,152727.26233531485,7508.9673786407775,10594.206,187936.12655586543
2021-10-18,836984.8131886552,1398686.938707995,72390.66646002668,10974.503450635386,12369.997499999996,211314.63488977478
2021-10-19,835932.6652118508,1292060.9807770485,70149.6076805816,9681.254545454547,15495.732,172835.44976678267
2021-10-20,814520.4571854502,1321795.403735063,85870.52012378,7170.108144126357,16713.3435,159061.33484181852
2021-10-21,1163417.4124729482,1482746.6054217946,100524.02205436051,11486.864895936573,17094.9345,160677.43046321516
2021-10-22,1535636.397054742,1419340.8016646018,130070.17999752297,15450.975772565549,14019.515999999998,315522.31369536574
2021-10-23,1594899.794963952,1408267.211422746,182099.26433654255,13061.249338521406,39172.70700000002,359326.752807104
2021-10-24,1210267.2627913624,1248682.5975382319,150700.4885498635,7649.061313518696,10436.947499999998,187206.17807276838
2021-10-25,1177421.3523469847,1229567.5823347939,134010.2119583208,6321.41960775279,7865.507999999999,256788.75745339072
2021-10-26,1052017.6471788127,1211271.2287227318,189386.6252150992,7000.15792864222,9871.291500000001,269620.5001257572
2021-10-27,957169.3739443658,1368752.6686357888,165387.2788273228,5368.510763131813,17074.018500000006,238506.28306546214
2021-10-28,1157376.204132057,1372253.6607624027,119219.76640196546,5310.292001982159,32973.874500000005,161898.8191492102
2021-10-29,1502773.5270643295,1363498.920228297,74460.56070073787,5317.320975621757,37378.467000000004,268946.6657440161
2021-10-30,1588869.2747821694,1356435.9401281646,96922.68992816906,13670.715551181103,81912.71549999998,342144.57823079365
2021-10-31,1418214.9027246556,1236822.2278268689,86358.82696046837,6974.168602362205,48151.56150000001,326145.6636360729
2021-11-01,1276912.5940279437,1375630.516387053,82104.57568104105,3738.4288109161794,62903.389499999976,247032.97563646824
2021-11-02,1101201.0687530262,1329482.209168229,87600.9941623599,4064.5971456692905,38314.94100000002,147810.3249841449
2021-11-03,1071935.3944854697,1313614.1378493572,132505.08539491566,6656.746594724221,17686.252499999995,101400.69349648607
2021-11-04,1271533.0684484444,1403270.653806634,172686.74017008796,10197.366260201634,15059.9925,205364.7028129319
2021-11-05,1410980.3599301204,1413479.9030333261,178207.56057134084,10416.755794573648,27164.844,330927.70122981747
2021-11-06,1378427.3325808512,1423432.0527009042,240476.2294695552,10402.475910852716,39243.0255,337510.0694610217
2021-11-07,909399.355152199,1263882.852028586,197832.08285645017,9917.8825,9139.168500000003,245514.16626380663
2021-11-08,1063297.820476527,1366429.5513631548,170433.38413494825,11116.694565963708,11605.3875,284509.9694311635
2021-11-09,1115195.0060978304,1250074.4327350745,198729.82621184268,10295.020905511814,11037.285,251982.60946104824
2021-11-10,1044722.6682522551,1160813.5604376064,220936.7274493887,14661.678658777122,20816.711999999992,186750.6979531931
2021-11-11,1046792.4272853163,1239755.0843469745,261659.12500263765,17919.531167562287,13403.176500000005,132224.37700042012
2021-11-12,1336504.280158572,1334944.0715964672,238333.85147844197,17504.521329423267,20032.750500000006,270730.0605056388
2021-11-13,1608603.6004610737,1362391.4360100052,260082.6596825831,21877.561390887287,43108.463999999985,411744.6205965252
2021-11-14,1538223.9723401666,1346705.9560221238,223697.85977601,14706.312441266602,27110.84249999999,319433.49925766664
2021-11-15,1165128.6478095497,1272147.2259363183,203433.7867175497,25818.293197139934,14056.287,215082.60039520732
2021-11-16,1023406.0734331439,1247593.605593103,153853.98060981566,14578.269024390247,7395.359999999999,204763.19102910205
2021-11-17,1028231.610911205,1374137.3591620477,166339.41703830851,16742.14846153846,7401.282,208975.78123022497
2021-11-18,1364282.4214109795,1358872.3177336943,252612.77373776984,16208.845795070078,17364.374999999996,180780.1523917414
2021-11-19,1571056.9177240073,1431017.0184395325,319097.803633622,15024.032678227362,16478.741999999995,400234.8387003679
2021-11-20,1457250.1803549328,1521180.3824403281,496541.5805685168,15793.344559193956,29470.287,446193.42431560304
2021-11-21,1140452.4767187482,1614637.913141775,524085.59730209794,10858.312367758188,14481.830999999998,220482.5148717899
2021-11-22,1290416.1531005467,1537651.6884520412,544288.2065860095,11021.342785782901,7997.388000000001,282680.9966899364
2021-11-23,1284362.4768609263,1514577.6652492052,627660.0577873373,13219.919999999998,13793.3985,276234.39709586324
2021-11-24,1128279.9887431825,1426620.8336177678,781027.7340657914,11231.170810938238,15011.566499999997,180616.72924193926
2021-11-25,1241866.225909022,1519316.1233858834,784531.0833168634,15433.734461035932,17807.811,309173.50611158024
2021-11-26,1443936.7186763664,1512154.750569472,736679.4755749054,16631.359795728877,32223.11400000001,401068.5423304341
2021-11-27,1511500.6404673678,1422083.498698614,652179.991914212,18873.055395683452,31385.402999999995,405225.0264160734
2021-11-28,1035769.5733883465,1315879.649863552,469842.63527146325,14001.092254196645,6844.6140000000005,274561.0274379705
2021-11-29,1062917.6626976454,1434132.502655601,347202.92035068845,15267.451499312247,7227.7275,229483.36987854334
2021-11-30,1070531.8858216656,1275890.876743131,284387.4826642529,15973.123087896918,16443.399,282285.41129935597
